4261.75	541
4262.02	514
4262.3	495
4262.57	526
4262.85	511
4263.12	509
4263.4	497
4263.68	516
4263.95	541
4264.23	527
4264.5	532
4264.78	522
4265.05	511
4265.33	493
4265.6	529
4265.88	535
4266.16	537
4266.43	521
4266.71	517
4266.98	531
4267.26	518
4267.53	513
4267.81	535
4268.08	532
4268.36	558
4268.63	475
4268.91	529
4269.19	512
4269.46	547
4269.74	527
4270.01	501
4270.29	511
4270.56	531
4270.84	538
4271.11	537
4271.39	529
4271.66	511
4271.94	546
4272.21	545
4272.49	523
4272.76	506
4273.04	522
4273.31	547
4273.59	541
4273.86	520
4274.14	508
4274.41	553
4274.69	557
4274.96	544
4275.24	503
4275.51	517
4275.79	552
4276.06	535
4276.34	517
4276.61	523
4276.89	531
4277.16	525
4277.44	531
4277.71	525
4277.99	519
4278.26	519
4278.54	531
4278.81	541
4279.09	531
4279.36	524
4279.63	529
4279.91	556
4280.18	527
4280.46	509
4280.73	523
4281.01	535
4281.28	519
4281.56	523
4281.83	513
4282.11	517
4282.38	535
4282.65	548
4282.93	527
4283.2	500
4283.48	534
4283.75	553
4284.03	543
4284.3	503
4284.58	529
4284.85	566
4285.12	555
4285.4	544
4285.67	529
4285.95	534
4286.22	547
4286.49	542
4286.77	540
4287.04	533
4287.32	555
4287.59	534
4287.86	525
4288.14	539
4288.41	515
4288.69	549
4288.96	547
4289.23	534
4289.51	535
4289.78	544
4290.06	536
4290.33	565
4290.6	549
4290.88	540
4291.15	511
4291.43	539
4291.7	551
4291.97	552
4292.25	527
4292.52	549
4292.8	543
4293.07	563
4293.34	521
4293.62	525
4293.89	549
4294.16	564
4294.44	534
4294.71	543
4294.98	533
4295.26	569
4295.53	561
4295.81	549
4296.08	530
4296.35	549
4296.63	539
4296.9	562
4297.17	539
4297.45	537
4297.72	533
4297.99	550
4298.27	551
4298.54	561
4298.81	543
4299.09	537
4299.36	565
4299.63	562
4299.91	559
4300.18	545
4300.45	563
4300.73	564
4301	573
4301.27	549
4301.55	547
4301.82	575
4302.09	579
4302.36	546
4302.64	549
4302.91	562
4303.18	561
4303.46	565
4303.73	551
4304	527
4304.28	581
4304.55	580
4304.82	560
4305.09	561
4305.37	568
4305.64	563
4305.91	582
4306.19	562
4306.46	545
4306.73	567
4307	567
4307.28	579
4307.55	574
4307.82	560
4308.09	569
4308.37	591
4308.64	589
4308.91	581
4309.19	575
4309.46	590
4309.73	595
4310	583
4310.28	555
4310.55	585
4310.82	597
4311.09	614
4311.37	598
4311.64	558
4311.91	589
4312.18	581
4312.46	593
4312.73	579
4313	570
4313.27	577
4313.55	595
4313.82	577
4314.09	603
4314.36	585
4314.63	587
4314.91	605
4315.18	612
4315.45	599
4315.72	589
4316	605
4316.27	621
4316.54	609
4316.81	601
4317.08	602
4317.36	604
4317.63	623
4317.9	632
4318.17	616
4318.44	619
4318.72	610
4318.99	644
4319.26	609
4319.53	609
4319.8	599
4320.08	611
4320.35	641
4320.62	633
4320.89	610
4321.16	621
4321.43	633.5
4321.71	640
4321.98	630
4322.25	621
4322.52	663
4322.79	631
4323.06	645
4323.34	617
4323.61	629
4323.88	662
4324.15	652
4324.42	638
4324.69	652
4324.97	661
4325.24	666
4325.51	665
4325.78	659
4326.05	647
4326.32	651
4326.6	673
4326.87	669
4327.14	664
4327.41	643
4327.68	653
4327.95	677
4328.22	706
4328.49	660
4328.77	663
4329.04	679
4329.31	693
4329.58	707
4329.85	688
4330.12	693
4330.39	707
4330.66	719
4330.94	737
4331.21	683
4331.48	701
4331.75	715
4332.02	731
4332.29	704
4332.56	702
4332.83	720
4333.1	752
4333.37	753
4333.65	729
4333.92	739
4334.19	741
4334.46	753
4334.73	764
4335	759
4335.27	739
4335.54	745
4335.81	747
4336.08	771
4336.35	739
4336.62	752
4336.89	769
4337.17	786
4337.44	787
4337.71	779
4337.98	771
4338.25	800
4338.52	807
4338.79	781
4339.06	778
4339.33	798
4339.6	843
4339.87	827
4340.14	835
4340.41	805
4340.68	815
4340.95	859
4341.22	852
4341.5	829
4341.77	840
4342.04	866
4342.31	879
4342.58	857
4342.85	870
4343.12	893
4343.39	900
4343.66	912
4343.93	897
4344.2	913
4344.47	905
4344.74	919
4345.01	911
4345.28	953
4345.55	921
4345.82	953
4346.09	951
4346.36	958
4346.63	949
4346.9	952
4347.17	974
4347.44	989
4347.71	1027
4347.98	1030
4348.25	978
4348.52	1031
4348.79	1079
4349.06	1097
4349.33	1053
4349.6	1035
4349.87	1097
4350.14	1117
4350.41	1075
4350.68	1087
4350.95	1106
4351.22	1117
4351.49	1192
4351.76	1167
4352.03	1184
4352.3	1179
4352.57	1239
4352.83	1251
4353.1	1257
4353.37	1201
4353.64	1237
4353.91	1245
4354.18	1327
4354.45	1281
4354.72	1303
4354.99	1339
4355.26	1383
4355.53	1417
4355.8	1398
4356.07	1357
4356.34	1391
4356.61	1507
4356.88	1554
4357.15	1496
4357.42	1515
4357.69	1533
4357.95	1618
4358.22	1639
4358.49	1635
4358.76	1645
4359.03	1759
4359.3	1791
4359.57	1821
4359.84	1769
4360.11	1857
4360.38	1914
4360.65	1998
4360.92	1979
4361.18	2005
4361.45	2073
4361.72	2171
4361.99	2231
4362.26	2246
4362.53	2348
4362.8	2391
4363.07	2459
4363.34	2518
4363.6	2562
4363.87	2639
4364.14	2737
4364.41	2910
4364.68	2954
4364.95	3005
4365.22	3086
4365.49	3221
4365.76	3441
4366.02	3551
4366.29	3536
4366.56	3670
4366.83	3893
4367.1	4161
4367.37	4319
4367.64	4269
4367.9	4428
4368.17	4863
4368.44	5142
4368.71	5239
4368.98	5247
4369.25	5593
4369.52	6195
4369.78	6497
4370.05	6555
4370.32	6690
4370.59	7154
4370.86	7685
4371.13	8090
4371.39	8205
4371.66	8444
4371.93	9101
4372.2	9674
4372.47	10180
4372.74	10495
4373	10691
4373.27	11292
4373.54	12019
4373.81	12579
4374.08	12771
4374.35	12902
4374.61	13418
4374.88	14192
4375.15	14758
4375.42	14856
4375.69	14460
4375.95	14994
4376.22	15550
4376.49	15826
4376.76	15219
4377.03	14917
4377.29	15237
4377.56	15560
4377.83	15186
4378.1	14519
4378.37	14329
4378.63	14306
4378.9	14175
4379.17	13588
